state,year,nominal_gdp,real_gdp
Michigan,2012,426141.1,463302.6
Minnesota,2012,298641.4,321053.9
Mississippi,2012,100905.4,108646.5
Missouri,2012,272482.4,296514.3
Montana,2012,42150.2,44329.1
Nebraska,2012,102949.7,109686.3
Nevada,2012,130238.2,142986.1
New Hampshire,2012,68412,74082.8
New Jersey,2012,516098.2,560729.7
New Mexico,2012,87681,90762.4
New York,2012,1324471.3,1496280.1
North Carolina,2012,444063.2,488126.5
North Dakota,2012,52079.1,53326.8
Ohio,2012,543035.4,586540.9
Oklahoma,2012,175361.2,172016
Oregon,2012,173856.8,187352.4
Pennsylvania,2012,646434.3,689007
Rhode Island,2012,51527.5,56487.4
South Carolina,2012,178503.9,195406.1
South Dakota,2012,44127.3,48653.9
Tennessee,2012,285897.5,311754.2
Texas,2012,1429588,1438354.4
Utah,2012,129431.4,140622.5
Vermont,2012,29325.6,31898.1
Virginia,2012,445008.5,483041.4
Washington,2012,398358.5,426447
West Virginia,2012,70303.1,73124.5
Wisconsin,2012,276253.4,299007.6
Wyoming,2012,38679.3,38085
Alabama,2013,193981.5,206962.9
Alaska,2013,57533,54627.6
Arizona,2013,278679.5,298859.9
Arkansas,2013,114021.1,119842.8
California,2013,2223300.9,2340335.3
Colorado,2013,291265.3,301484.1
Connecticut,2013,240549.2,258911
Delaware,2013,62058.2,68656.8
Florida,2013,819679.8,880183.5
Georgia,2013,467559.5,499900.2
Hawaii,2013,74598.5,80534.9
Idaho,2013,61712.6,64769.8
Illinois,2013,742890.9,795435.2
Indiana,2013,313466.9,333207.4
Iowa,2013,162415,171069.1
Kansas,2013,144999.3,150702.9
Kentucky,2013,184920.6,196698
Louisiana,2013,231652.7,236482.3
Maine,2013,54924.8,59013.9
Maryland,2013,339895.8,364633.2
Massachusetts,2013,452580.4,486991.8
Michigan,2013,441470.8,472779.9
Minnesota,2013,311752.1,329774.5
Mississippi,2013,103042.6,109032.7
Missouri,2013,282659.7,302025.7
Montana,2013,43584,45114.7
Nebraska,2013,107247,111382.2
Nevada,2013,133592.5,144549.3
New Hampshire,2013,70897.4,75503.4
New Jersey,2013,534212.1,570952.4
New Mexico,2013,88773.3,90104
New York,2013,1364632.9,1501818
North Carolina,2013,460946.4,497456.6
North Dakota,2013,54877,54690.9
Ohio,2013,566419.9,603057.4
Oklahoma,2013,184104.6,176086.8
Oregon,2013,178975.4,189609.7
Pennsylvania,2013,670767.4,704195
Rhode Island,2013,52994.2,57037.2
South Carolina,2013,186268.3,200147.3
South Dakota,2013,45498.6,48610.1
Tennessee,2013,296756.3,318347.9
Texas,2013,1526781.9,1511806.5
Utah,2013,135344.3,145026.9
Vermont,2013,29477.6,31494.6
Virginia,2013,456911.6,488741.3
Washington,2013,416924.1,439472.2
West Virginia,2013,71758.6,73949
Wisconsin,2013,283791.4,301550.5
Wyoming,2013,39365.6,38408.7
Alabama,2014,197064.4,206070
Alaska,2014,56587.4,53303.3
Arizona,2014,286676,301721.2
Arkansas,2014,117388.7,121409.4
California,2014,2342218.8,2428675.7
Colorado,2014,309223.9,315399
Connecticut,2014,247114.7,260605.8
Delaware,2014,68606,73961.7
Florida,2014,860112.6,905648.5
Georgia,2014,493370.3,517511.9
Hawaii,2014,77043,81304.9
Idaho,2014,64501.7,66784.9
Illinois,2014,772291.7,811490.1
Indiana,2014,329360.9,343827.8
Iowa,2014,173734.2,180309.9
Kansas,2014,150276.1,154110.1
Kentucky,2014,188326.4,196795.8
Louisiana,2014,240965,243042.9
Maine,2014,56537.4,59589.8
Maryland,2014,351743.1,370343.9
Massachusetts,2014,469824.9,496250.9
Michigan,2014,456123.5,479534.9
Minnesota,2014,324701.5,338623.9
Mississippi,2014,105219.5,109299.6
Missouri,2014,289340.7,303617.8
Montana,2014,45203.8,46166.7
Nebraska,2014,112763.3,115651.9
Nevada,2014,136918.4,145303.6
New Hampshire,2014,73455.1,76836.2
New Jersey,2014,543824.1,570696.4
New Mexico,2014,92523.4,92621.1
New York,2014,1434606.3,1535375.9
North Carolina,2014,482295.7,509782.4
North Dakota,2014,61108.3,60193
Ohio,2014,597152.3,624973.4
Oklahoma,2014,197074.1,186574.4
Oregon,2014,187837.6,195808.2
Pennsylvania,2014,695546.6,718691.6
Rhode Island,2014,54612.5,57602.7
South Carolina,2014,195744.4,206077.9
South Dakota,2014,47159.9,49640.9
Tennessee,2014,307448.5,323879.6
Texas,2014,1592177.6,1559636.1
Utah,2014,142627.7,150076.3
Vermont,2014,30359.4,31847.7
Virginia,2014,465601.7,488918.6
Washington,2014,439851.2,456186.5
West Virginia,2014,73042.6,74111.3
Wisconsin,2014,296169.9,309425.8
Wyoming,2014,40573.9,39287.2
Alabama,2015,203113.3,208950.3
Alaska,2015,51574.2,53681.1
Arizona,2015,298942.2,308582.8
Arkansas,2015,118573.6,121532.5
California,2015,2487156.4,2545979.5
Colorado,2015,320895.9,330526.1
Connecticut,2015,260648.5,268869.8
Delaware,2015,72352.5,76211.2
Florida,2015,918464.3,945929
Georgia,2015,525516.8,540108.5
Hawaii,2015,81410.2,83857.6
Idaho,2015,66064.9,67790.5
Illinois,2015,802592,825424.9
Indiana,2015,333163.8,341205.2
Iowa,2015,181471.7,185989.2
Kansas,2015,155699,158602.6
Kentucky,2015,194621.2,199487.1
Louisiana,2015,234324.2,239584.1
Maine,2015,58755.8,60563
Maryland,2015,367314.1,378745.9
Massachusetts,2015,497767,514398.7
Michigan,2015,479222.7,490618.7
Minnesota,2015,336762,345456.2
Mississippi,2015,106623.9,109401.7
Missouri,2015,299597.7,308009.9
Montana,2015,46542.4,47765.6
Nebraska,2015,117402.3,119640.8
Nevada,2015,145786.8,151055.9
New Hampshire,2015,77385.8,79319.3
New Jersey,2015,565807.7,581414.9
New Mexico,2015,90779.4,93503.9
New York,2015,1498474.7,1565835.2
North Carolina,2015,508672.4,525229.1
North Dakota,2015,56952.2,58694.5
Ohio,2015,615275.5,633274.8
Oklahoma,2015,187364.7,193792.6
Oregon,2015,200592.6,205581.8
Pennsylvania,2015,716534.3,734145.1
Rhode Island,2015,56604,58387.9
South Carolina,2015,207510,213212.4
South Dakota,2015,48678.9,50860.8
Tennessee,2015,326382.5,335461.1
Texas,2015,1585985.9,1634127.1
Utah,2015,149762.1,155431.5
Vermont,2015,31152.4,32042.9
Virginia,2015,485540.9,498943.6
Washington,2015,467590.6,476715.4
West Virginia,2015,71713.4,74261.4
Wisconsin,2015,308304.5,315687.8
Wyoming,2015,38624.8,40063.9
Alabama,2016,208824.3,212862.8
Alaska,2016,51121.8,53463.9
Arizona,2016,313787.1,319008.4
Arkansas,2016,120987.4,123034.9
California,2016,2586485.2,2623711.7
Colorado,2016,330565.9,337685.2
Connecticut,2016,264760.4,268196.2
Delaware,2016,70021.5,71941.4
Florida,2016,964500.8,978989.7
Georgia,2016,554903.2,561718.3
Hawaii,2016,84287.2,85670.4
Idaho,2016,69185.2,70442.5
Illinois,2016,813561.6,826404.7
Indiana,2016,342716.6,348439.2
Iowa,2016,183834.8,186729.9
Kansas,2016,162144.5,164643.7
Kentucky,2016,197944.8,201007.2
Louisiana,2016,227440.3,235554.2
Maine,2016,61092.2,62037.1
Maryland,2016,386496.4,391950.9
Massachusetts,2016,514108,521662.8
Michigan,2016,494752.5,500159.5
Minnesota,2016,345248.8,350603.6
Mississippi,2016,107795.4,109911
Missouri,2016,304143.3,308423.3
Montana,2016,45859.4,47189.6
Nebraska,2016,119389.8,121303.1
Nevada,2016,153318,156007.4
New Hampshire,2016,79759.7,80736.1
New Jersey,2016,578651.4,587049.7
New Mexico,2016,90476,93043.5
New York,2016,1556830,1590567.8
North Carolina,2016,528284.3,536308.5
North Dakota,2016,52666.3,54756
Ohio,2016,627294.7,638157.5
Oklahoma,2016,182238.8,190093.5
Oregon,2016,211782.4,214769.3
Pennsylvania,2016,733165.9,744847.1
Rhode Island,2016,57714.6,58630
South Carolina,2016,217555.5,220559.3
South Dakota,2016,49842.6,51264.3
Tennessee,2016,339350.2,343544.9
Texas,2016,1582981.5,1633863.3
Utah,2016,159330.6,162528.2
Vermont,2016,31840.2,32312.7
Virginia,2016,499032.4,505107.7
Washington,2016,489790.2,495724.9
West Virginia,2016,71248.9,73513.3
Wisconsin,2016,315420,319272.3
Wyoming,2016,36105.9,37853.5
Alabama,2017,216615.5,216615.5
Alaska,2017,53550.9,53550.9
Arizona,2017,333099,333099
Arkansas,2017,123882.6,123882.6
California,2017,2740550.3,2740550.3
Colorado,2017,350209.1,350209.1
Connecticut,2017,273875.1,273875.1
Delaware,2017,69555.6,69555.6
Florida,2017,1014866.9,1014866.9
Georgia,2017,583543.3,583543.3
Hawaii,2017,87436.4,87436.4
Idaho,2017,72935.1,72935.1
Illinois,2017,832826.8,832826.8
Indiana,2017,357535.8,357535.8
Iowa,2017,187125,187125
Kansas,2017,166273.6,166273.6
Kentucky,2017,203564,203564
Louisiana,2017,239830.7,239830.7
Maine,2017,63000.6,63000.6
Maryland,2017,399714.5,399714.5
Massachusetts,2017,530129.4,530129.4
Michigan,2017,505101.5,505101.5
Minnesota,2017,354721.9,354721.9
Mississippi,2017,110281.4,110281.4
Missouri,2017,311273.8,311273.8
Montana,2017,48470.5,48470.5
Nebraska,2017,123219.9,123219.9
Nevada,2017,163199.1,163199.1
New Hampshire,2017,81179.6,81179.6
New Jersey,2017,590086.7,590086.7
New Mexico,2017,93210.1,93210.1
New York,2017,1624800.7,1624800.7
North Carolina,2017,546810.1,546810.1
North Dakota,2017,56530.2,56530.2
Ohio,2017,652187.5,652187.5
Oklahoma,2017,192538.6,192538.6
Oregon,2017,225534.5,225534.5
Pennsylvania,2017,754318,754318
Rhode Island,2017,58771.6,58771.6
South Carolina,2017,224937.6,224937.6
South Dakota,2017,51615.1,51615.1
Tennessee,2017,355417.5,355417.5
Texas,2017,1667313,1667313
Utah,2017,172075,172075
Vermont,2017,32589.2,32589.2
Virginia,2017,515167.2,515167.2
Washington,2017,527169.4,527169.4
West Virginia,2017,75172.4,75172.4
Wisconsin,2017,321886.8,321886.8
Wyoming,2017,37620.3,37620.3
Alabama,2018,226263.8,220808.8
Alaska,2018,54762,52479.6
Arizona,2018,353671,346398.3
Arkansas,2018,129213.8,126371.2
California,2018,2899530.9,2850970.3
Colorado,2018,373923.1,365204.5
Connecticut,2018,280535.4,274582.8
Delaware,2018,73376,70856.4
Florida,2018,1072085.6,1050433.8
Georgia,2018,612803.4,600934.7
Hawaii,2018,90933.5,88836.4
Idaho,2018,79072.4,77652.1
Illinois,2018,871024.2,851517.2
Indiana,2018,377376.9,368762.9
Iowa,2018,193155.1,189245.1
Kansas,2018,173373,169796.9
Kentucky,2018,210509.1,205940.1
Louisiana,2018,256444.4,245220.3
Maine,2018,66216,64806.3
Maryland,2018,410771.8,402480.9
Massachusetts,2018,559605,549262.1
Michigan,2018,525240.8,516843
Minnesota,2018,372439.2,364799.7
Mississippi,2018,113166.4,110174.8
Missouri,2018,320451.6,314182.4
Montana,2018,51152.1,49455
Nebraska,2018,127954.4,125543.4
Nevada,2018,172547.9,168638.5
New Hampshire,2018,83859.4,82269.5
New Jersey,2018,619340.2,606892.2
New Mexico,2018,98838.2,96077
New York,2018,1710665.6,1665186.8
North Carolina,2018,568037.3,556573.7
North Dakota,2018,60377.1,58516.4
Ohio,2018,672540.1,656212
Oklahoma,2018,204193.9,196030.5
Oregon,2018,238466.9,234308.3
Pennsylvania,2018,780620.7,763855.4
Rhode Island,2018,60064.9,58740.1
South Carolina,2018,236561.7,231663.3
South Dakota,2018,53349.5,51937.8
Tennessee,2018,369713.2,362363.7
Texas,2018,1808026.9,1746543.3
Utah,2018,186805.7,182106
Vermont,2018,33482.6,32827.8
Virginia,2018,537158.3,527767.5
Washington,2018,570337.8,561785.7
West Virginia,2018,79794.3,77406.5
Wisconsin,2018,335144.3,328832.4
Wyoming,2018,39614.5,37977.2
Alabama,2019,234798.2,225272.8
Alaska,2019,54549.6,52377.5
Arizona,2019,375376.7,359576.7
Arkansas,2019,132625.8,127220
California,2019,3068629.7,2969609
Colorado,2019,397843.6,383725.6
Connecticut,2019,286451.9,275225.4
Delaware,2019,78710.5,74627.8
Florida,2019,1133718,1084913.9
Georgia,2019,646695.8,620744.9
Hawaii,2019,93240.2,88855.2
Idaho,2019,84429.4,81144.3
Illinois,2019,895601.8,858018.3
Indiana,2019,384838.7,370507.2
Iowa,2019,196262.5,188471.4
Kansas,2019,176068.8,169562.3
Kentucky,2019,220678.8,211783.1
Louisiana,2019,257499,246674.4
Maine,2019,69708.7,66758.4
Maryland,2019,419391.6,402506.2
Massachusetts,2019,588069.5,566326.8
Michigan,2019,540237.3,521085.1
Minnesota,2019,384850.2,369617.4
Mississippi,2019,116135.7,111207.8
Missouri,2019,334750.2,321329.1
Montana,2019,52715.6,50263.5
Nebraska,2019,132848.2,127568.9
Nevada,2019,184611.1,176029.7
New Hampshire,2019,87868.2,84438.2
New Jersey,2019,643317.7,618691
New Mexico,2019,103821,100342.2
New York,2019,1787470.9,1704364.3
North Carolina,2019,592449.6,567975
North Dakota,2019,60892.5,59408.5
Ohio,2019,702914.8,674063.9
Oklahoma,2019,205992.7,200072.2
Oregon,2019,248781.8,239794.8
Pennsylvania,2019,802233.1,771852.5
Rhode Island,2019,62814.7,60157.6
South Carolina,2019,249575.7,239021.3
South Dakota,2019,55175.8,52510.2
Tennessee,2019,385833,370197.4
Texas,2019,1864872.3,1806736.1
Utah,2019,201312.2,192760.6
Vermont,2019,34760.3,33339.4
Virginia,2019,561701.8,541028
Washington,2019,608643.4,588794.4
West Virginia,2019,80242.4,77162.2
Wisconsin,2019,346906.6,333256.8
Wyoming,2019,40029.5,38577.1
Alabama,2020,235325.3,222288.8
Alaska,2020,51283.4,50332.8
Arizona,2020,388956.7,365027.7
Arkansas,2020,136198.4,128340.9
California,2020,3076755.1,2933320.2
Colorado,2020,396741.9,380188.8
Connecticut,2020,278029.4,260765.2
Delaware,2020,77520.3,72506.8
Florida,2020,1142004.4,1069758.8
Georgia,2020,640223.6,604745.9
Hawaii,2020,84885.8,79840.1
Idaho,2020,88099.3,82717.4
Illinois,2020,860672.8,810200.9
Indiana,2020,378633.6,359787.3
Iowa,2020,198609.6,186328.2
Kansas,2020,177209.6,168056.8
Kentucky,2020,218539.7,206049.6
Louisiana,2020,236216.3,228951.3
Maine,2020,72077.1,67410.9
Maryland,2020,413455.4,388782.8
Massachusetts,2020,592653,559765
Michigan,2020,529675.6,501893.8
Minnesota,2020,378746.6,357475.6
Mississippi,2020,116709.4,110322.8
Missouri,2020,335285.1,315332.6
Montana,2020,52958.8,49981.4
Nebraska,2020,135149.4,126734.9
Nevada,2020,176296.3,166077
New Hampshire,2020,88527.7,83152.6
New Jersey,2020,631552.3,597221.4
New Mexico,2020,100656.4,97622.4
New York,2020,1773369.8,1656784.8
North Carolina,2020,600683.3,564504.4
North Dakota,2020,55568.5,55850.6
Ohio,2020,692683.7,655243.3
Oklahoma,2020,192516.2,191560.9
Oregon,2020,251577.7,237424.2
Pennsylvania,2020,777000.8,736381.3
Rhode Island,2020,62124.9,58231.7
South Carolina,2020,249430.2,233650.1
South Dakota,2020,56254.4,52770.7
Tennessee,2020,391563.2,367863.6
Texas,2020,1802143.7,1773657.1
Utah,2020,205647.9,194750.2
Vermont,2020,34414.9,32252.7
Virginia,2020,565466.8,534532.3
Washington,2020,620132.9,589156.8
West Virginia,2020,77430.9,74553.8
Wisconsin,2020,343272.2,322470.6
Wyoming,2020,36709.6,36198.2
Alabama,2021,260018.4,233726.6
Alaska,2021,58943.5,51454.1
Arizona,2021,436778.6,395035.9
Arkansas,2021,154052.5,137463.6
California,2021,3423958.3,3154188.6
Colorado,2021,445835.7,406451.9
Connecticut,2021,296801.3,269838.7
Delaware,2021,83069.8,74657.1
Florida,2021,1298631.2,1170526.3
Georgia,2021,705546.7,643013.8
Hawaii,2021,93400.4,84408.5
Idaho,2021,99839.1,88969.6
Illinois,2021,946776.2,855888.1
Indiana,2021,425863.8,387122
Iowa,2021,223870.9,201147.1
Kansas,2021,191738.1,172782.4
Kentucky,2021,238428.9,215133.2
Louisiana,2021,267263.6,237839.2
Maine,2021,79193.9,71142.4
Maryland,2021,447753.6,406953.1
Massachusetts,2021,649511.4,595911.8
Michigan,2021,575116.4,530380.9
Minnesota,2021,416538.7,377947
Mississippi,2021,129944.7,115675.1
Missouri,2021,366441.5,331580.9
Montana,2021,60399.7,53303.7
Nebraska,2021,150836.1,134939.9
Nevada,2021,201705.7,182474.1
New Hampshire,2021,99092.6,89949.3
New Jersey,2021,695443.2,632463.3
New Mexico,2021,112978.5,100917.6
New York,2021,1923413.3,1736222.3
North Carolina,2021,662147.1,600217.3
North Dakota,2021,63838.5,56419.2
Ohio,2021,763595.8,690478.9
Oklahoma,2021,217786.5,194132.8
Oregon,2021,275653.1,250325.8
Pennsylvania,2021,844431.8,765508.8
Rhode Island,2021,67228.3,60803
South Carolina,2021,272384.7,245752.1
South Dakota,2021,62984.8,55515.9
Tennessee,2021,441952.5,400243.6
Texas,2021,2088972.3,1879101.3
Utah,2021,232561.9,210446.9
Vermont,2021,37438.8,33721.9
Virginia,2021,615984.7,565470.6
Washington,2021,687702.3,630051.5
West Virginia,2021,86550.5,75765.1
Wisconsin,2021,368880.4,334514
Wyoming,2021,42319.1,37131.8
Alabama,2022,284949.1,238556.5
Alaska,2022,66271.9,50767.1
Arizona,2022,484052.2,410228.4
Arkansas,2022,168605.8,139560.7
California,2022,3660415.7,3184007.8
Colorado,2022,494672.8,418818.8
Connecticut,2022,321686.4,278975.9
Delaware,2022,92558.2,77149.2
Florida,2022,1465281.1,1239883.6
Georgia,2022,779684,665678.1
Hawaii,2022,103153.1,86887.8
Idaho,2022,112290.1,92903.7
Illinois,2022,1040353.3,876536
Indiana,2022,473492.9,399280.8
Iowa,2022,242752.9,201580.4
Kansas,2022,212611.6,177470.1
Kentucky,2022,261540.7,219755.6
Louisiana,2022,298424.5,236854.1
Maine,2022,86493.3,73036.2
Maryland,2022,484907.6,416406.2
Massachusetts,2022,695612.1,608052.9
Michigan,2022,627009.1,543720.9
Minnesota,2022,454992.8,384727.7
Mississippi,2022,142762.3,116557.1
Missouri,2022,400265.1,339652.4
Montana,2022,68702,55193.9
Nebraska,2022,167480.2,139440.9
Nevada,2022,227320.6,190463.3
New Hampshire,2022,106488,91416.1
New Jersey,2022,758288.7,650235.8
New Mexico,2022,128138.8,103301.6
New York,2022,2052758.8,1765102.1
North Carolina,2022,728498.7,619537.2
North Dakota,2022,73780,55988
Ohio,2022,832660.7,695257.9
Oklahoma,2022,245976.2,193940.5
Oregon,2022,298848,256062.7
Pennsylvania,2022,919741.1,779360.6
Rhode Island,2022,72869.2,62279.4
South Carolina,2022,301945.1,254504.5
South Dakota,2022,69069.3,55259.8
Tennessee,2022,488670.1,414470.8
Texas,2022,2436925,1952708.6
Utah,2022,261080.8,217442.5
Vermont,2022,41011.6,34752.6
Virginia,2022,666681.8,580475.2
Washington,2022,742909.5,644075.1
West Virginia,2022,98290,77188
Wisconsin,2022,400621.4,339747.9
Wyoming,2022,49782.6,37827.2
Alabama,2023,304935.6,245354.7
Alaska,2023,68056,54059.7
Arizona,2023,522767.2,422399.6
Arkansas,2023,178606.4,142860.6
California,2023,3870378.9,3248656.6
Colorado,2023,529626.5,437056
Connecticut,2023,345911.9,286628.4
Delaware,2023,98068.7,78014.4
Florida,2023,1600810.6,1292787.6
Georgia,2023,831827.7,678201.2
Hawaii,2023,110265.4,88614.3
Idaho,2023,120958.3,95897.9
Illinois,2023,1098346.1,885651.3
Indiana,2023,499503.1,404290.3
Iowa,2023,254032,202051.4
Kansas,2023,228232.4,183795.6
Kentucky,2023,279707.5,224418
Louisiana,2023,314988.6,248615.5
Maine,2023,93270,75195.4
Maryland,2023,515607.3,422866.3
Massachusetts,2023,736296.3,615504.5
Michigan,2023,673818.1,554256.2
Minnesota,2023,483162.1,390907.9
Mississippi,2023,151146.7,119548.4
Missouri,2023,430114.4,348487.4
Montana,2023,73254.5,57373.3
Nebraska,2023,181285,145019.6
Nevada,2023,245978.8,195405.6
New Hampshire,2023,114100.8,93466.7
New Jersey,2023,806665.2,663888.5
New Mexico,2023,135009.6,110323.7
New York,2023,2172009.6,1791210.7
North Carolina,2023,788103.2,638067.3
North Dakota,2023,76043.3,60348.6
Ohio,2023,884834.2,709816.6
Oklahoma,2023,256689.4,207923.3
Oregon,2023,318884.1,261951.5
Pennsylvania,2023,976360.8,799228.8
Rhode Island,2023,77573.9,63277
South Carolina,2023,327420.1,262298.5
South Dakota,2023,74033.9,57275.1
Tennessee,2023,523031.6,422087.7
Texas,2023,2583866.2,2097090.4
Utah,2023,281329.1,225459.4
Vermont,2023,43533.8,35236.6
Virginia,2023,719896.9,597597.1
Washington,2023,807864.5,677238
West Virginia,2023,102151.8,80798.2
Wisconsin,2023,428447.1,344570.8
Wyoming,2023,51990.5,40210.8
